Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000169962,TAS1R3,0.0020249621534323384,1.3948112981591567,0.39450481615687405,0,-1.0824517915454273,0.6010644547668874,0,1.7383261476058633,1
ENSG00000107404,DVL1,0.02294957107223317,-0.3040191671202779,0.7121782179424382,0.03065490457177135,0.48204660661601295,0.4856184788068303,0.012018154574276609,-0.4840662737305852,1
ENSG00000162576,MXRA8,0.008437342305968076,3.2878960942426456,0.004165398336357168,0,-2.9755365876289153,0.012522978016135937,0,-0.15475864847762555,1
ENSG00000175756,AURKAIP1,0.49544074020644546,-0.18194379027478502,0.6534333028283874,0.6490383243816417,0.4579642702224662,0.1635739301227287,0.06609985015852134,-2.893803553656024,0.009954824815410119
ENSG00000221978,CCNL2,0.19642132888293684,0.11659696655025531,0.9216730088653724,0.2029566095786241,0.10790680215130655,0.895884748383429,0.054081695584244735,-1.7304433356107705,0.17335134826131712
ENSG00000224870,MRPL20-AS1,0.040499243068646766,0.6989646913185439,0.177120714957379,0.027483707547105347,-0.450946704887242,0.4996951747939174,0.006009077287138304,-1.6539912751728973,0.365606803736664
ENSG00000242485,MRPL20,0.3212939950112644,-0.3648341604178429,0.28003006984839574,0.47885075072456623,0.6445610221945728,0.03754271615047226,0.042063541009968126,-2.9116998094090683,0.011988327117511416
ENSG00000272455,AL391244.2,0.0026999495379097845,-0.5645467173434975,0.9529332248330701,0.0042282626995546685,0.8769062239572261,0.7652513578446255,0,0.8452413515223745,1
ENSG00000235098,ANKRD65,0,-2.412543623898447,0.4673388566766291,0.0010570656748886671,2.7249031305121765,0.4356153565486608,0,3.545681069663467,1
ENSG00000215915,ATAD3C,0.006074886460297016,1.835383889545139,0.39853300712917317,0,-2.5970249643751853,0.27489538736135044,0.006009077287138304,1.297753556219881,0.8190946984741719
ENSG00000160072,ATAD3B,0.026999495379097845,0.679378865542593,0.2615634420357362,0.01902718214799601,-0.3670193589288635,0.6910301218733395,0,-2.0836755504161424,0.3283723400696754
ENSG00000197785,ATAD3A,0.03982425568416932,-0.009578956920178072,1,0.04545382402021269,0.2774441535409551,0.711051657628335,0.006009077287138304,-1.7941689332211581,0.2728779520689965
ENSG00000205090,TMEM240,0.003712430614625954,2.17241887682271,0.12580734865752496,0,-1.8600593702089796,0.21255617454046433,0,0.960718568942311,1
ENSG00000160075,SSU72,0.7016493861643053,0.23478475778308305,0.6238100442769725,0.6849785573278564,0.034243269924600805,1,0.09013615930707455,-2.8679468593607056,0.00925999692930172
ENSG00000215014,AL645728.1,0.06749873844774461,0.714946111223469,0.11358410198751048,0.04545382402021269,-0.4810011680357027,0.42124534118148943,0.012018154574276609,-1.8000937671782635,0.24232095604310108
ENSG00000228594,FNDC10,0.017887165688652323,-1.3015123115097023,0.001921568471481816,0.051796218069544694,1.6138718181234317,0.00012325936795826384,0,-2.1408194575197514,0.2603796098475259
ENSG00000286989,AL691432.4,0.003037443230148508,-1.0906155290110853,0.3534999013891255,0.00739945972422067,1.4029750356248138,0.20129513382513847,0,0.4582182284131271,1
ENSG00000272106,AL691432.2,0.04184921783760166,0.7458857387060371,0.1459464159343176,0.02642664187221668,-0.5633418381188973,0.367535075985154,0.012018154574276609,-1.0981751201112573,0.7099740028246456
ENSG00000197530,MIB2,0.1873089991924913,1.3140800260463004,0.0001274697983429625,0.08350818831620471,-1.0824517915454281,0.004173884061082012,0.024036309148553217,-2.4430036171086984,0.050615743025429365
ENSG00000189409,MMP23B,0.0350993439928272,2.4943469717100726,0.00001536559570642747,0.006342394049332003,-2.181987465096343,0.0003318189299353835,0,-2.248734796686639,0.2173958603458838
ENSG00000248333,CDK11B,0.14107236335578624,1.0128605909386565,0.005028339402684036,0.07822285994176137,-0.7673773676991282,0.06312281965009058,0.018027231861414913,-2.3997627667144448,0.06695895602910444
ENSG00000272004,FO704657.1,0.0010124810767161692,-1.412543623898447,0.5772802091615483,0.0031711970246660016,1.7249031305121756,0.3161485204307564,0,1.7383261476058633,1
ENSG00000189339,SLC35E2B,0.07964851136833864,0.5454622874369255,0.22880367201274715,0.0613098091435427,-0.29332062810673065,0.6711113622920147,0.012018154574276609,-2.0739275738645806,0.16082217955956427
ENSG00000008128,CDK11A,0.2605451304082942,0.9433762407013218,0.004726550222029585,0.14693212880952475,-0.7605236966580657,0.044374782173946664,0.06609985015852134,-1.7022464437801186,0.1630702367857728
ENSG00000215790,SLC35E2A,0.05973638352625398,1.156299211459432,0.008186676716443322,0.03065490457177135,-0.8439397048457034,0.09112022735909395,0,-3.147805887835858,0.057422398068103106
ENSG00000008130,NADK,0.05366149706595697,-2.8979704510686886,0.000000000000000000000000001084748067221553,0.47039422532545694,3.185953027547856,0.00000000000000000000000000000002719109042197423,0.012018154574276609,-3.1101477617773337,0.016456163471122474
ENSG00000078369,GNB1,0.3938551388425898,-1.19282495563061,0.000005638869525101154,1.0306390330164505,1.4328455652069514,0.00000008247593007074521,0.1622450867527342,-1.7123801429554764,0.13756021150978714
ENSG00000231050,AL109917.1,0.0016874684611936153,-0.8275811231772909,0.695329551208836,0.0031711970246660016,1.1399406297910195,0.6520138989567298,0,1.375756068221155,1
ENSG00000178821,TMEM52,0.0013499747689548923,-0.09061552901108527,1,0.0010570656748886671,0.40297503562481474,1,0,1.960718568942311,1
ENSG00000142609,CFAP74,0.0013499747689548923,0.9093844709889147,1,0,-0.5970249643751853,1,0,2.2237529747761053,1
ENSG00000187730,GABRD,0.0016874684611936153,-1.6349360452348947,0.2551941395663354,0.0021141313497773343,-0.012062463654029187,1,0.024036309148553217,3.8676091645508297,0.06636966882901135
ENSG00000067606,PRKCZ,0.03273688814715614,2.032241218774449,0.00030688150497231874,0.008456525399109337,-1.7198817121607197,0.004649620234886698,0,-2.1822393848997326,0.26987747255674244
ENSG00000271806,AL590822.2,0.008099848613729354,1.6463500651551222,0.0998884421042012,0.0021141313497773343,-1.3339905585413918,0.20431971753887446,0,-0.20920643250000204,1
ENSG00000182873,PRKCZ-AS1,0.0023624558456710617,1.587456376101553,0.3969308376826705,0,-1.2750968694878235,0.6194981580068084,0,1.545681069663467,1
ENSG00000162585,FAAP20,0.2966569554778376,-0.15082016321699987,0.7457189526647645,0.38265777430969755,0.44082630911649523,0.20429577015714154,0.024036309148553217,-3.4108402936696516,0.005028415547841162
ENSG00000234396,AL590822.1,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000157933,SKI,0.11913527336026924,0.41120573640982583,0.3658192077054612,0.10042123911442338,-0.1739501460309243,0.8762217029679579,0.024036309148553217,-1.9429624701903174,0.1394038813702611
ENSG00000287356,AL590822.3,0.0006749873844774461,0.17241887682270907,1,0,0.1399406297910204,1,0,2.960718568942311,1
ENSG00000116151,MORN1,0.0087748359982068,2.342343878265022,0.02351286535148282,0.0010570656748886671,-2.0299843716512918,0.055971763091432744,0,-0.26167385239413665,1
ENSG00000272420,AL513477.2,0.003037443230148508,-0.09061552901108527,1,0.0031711970246660016,0.40297503562481385,0.988177420049287,0,0.8452413515223745,1
ENSG00000157916,RER1,0.2500828259488938,-0.48089459226383546,0.13233141562981618,0.3921713653836955,0.6961058662047415,0.023759227936901342,0.10215431388135117,-1.4046318062361804,0.2713303526291786
ENSG00000157911,PEX10,0.024974533225665507,0.29271311054042126,0.7502830017550823,0.021141313497773345,-0.14956598740396476,1,0.012018154574276609,-0.4392120379463247,1
ENSG00000149527,PLCH2,0.015187216150742538,2.52605583143741,0.001514273150030048,0.0010570656748886671,-2.8296857211654602,0.002147289336051133,0.006009077287138304,-0.008907782014170529,1
ENSG00000224387,AL139246.1,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000157881,PANK4,0.0175496719964136,-0.20818512539226042,0.8705431501179387,0.02325544484755068,0.5205446320059899,0.45428506188760487,0,-1.6831376208324134,0.4550778406913342
ENSG00000272449,AL139246.5,0.1258851472050437,0.3014608218244481,0.539053198757629,0.11733428991264207,-0.022330799107856958,1,0.012018154574276609,-2.791197366689867,0.033195606060304236
ENSG00000238164,TNFRSF14-AS1,0.025649520610142952,1.6843179153541428,0.009566883693293704,0.00739945972422067,-1.5604990883500722,0.033628336655338376,0.006009077287138304,-0.8466363531152936,1
ENSG00000157873,TNFRSF14,0.4242295711440749,-0.022518012627676054,1,0.4968208671976736,0.29728557098415,0.4356153565486608,0.054081695584244735,-2.887278337612639,0.010956943876067353
ENSG00000228037,AL139246.3,0.006074886460297016,1.835383889545139,0.1202298275582999,0.0010570656748886671,-1.5230243829314087,0.26461761241488596,0,0.22375297477610445,1
ENSG00000157870,PRXL2B,0.023962052148949337,0.05694165940277429,1,0.025369576197328013,0.17893476140688325,0.9387503955123445,0.006009077287138304,-1.039281431057689,0.7734574257642167
ENSG00000142606,MMEL1,0.0033749369223872307,-1.6535517234022405,0.03523830975376607,0.012684788098664006,1.9659112300159718,0.01086180288238932,0,0.02211911360645402,1
ENSG00000215912,TTC34,0.006074886460297016,0.8353838895451391,0.45838052425286696,0.0031711970246660016,-0.5230243829314096,0.7251022642073449,0,0.08624945102616977,1
ENSG00000130762,ARHGEF16,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000162591,MEGF6,0.034424356608349756,1.2739569032847715,0.015189628062745736,0.01585598512333001,-0.961597396671042,0.11109276285342413,0,-2.3369619796983745,0.182107045431155
ENSG00000238260,AL513320.1,0.0010124810767161692,-0.412543623898447,1,0.0010570656748886671,0.7249031305121765,1,0,2.2237529747761053,1
ENSG00000158109,TPRG1L,0.09922314551818458,0.10552699316753822,0.9802464940558094,0.09936417343953471,0.05158475537017315,1,0.048072618297106434,-0.888020273880413,0.7767683043565948
ENSG00000116213,WRAP73,0.07222365013908674,-0.14008420527538412,0.8460867643165615,0.09090764804042538,0.4062953939164249,0.3779589759598678,0.012018154574276609,-2.102976106375079,0.14086319542749337
ENSG00000078900,TP73,0.0010124810767161692,0.587456376101553,0.790604453640279,0,-0.2750968694878235,1,0,2.545681069663467,1
ENSG00000235169,SMIM1,0.014849722458503816,-0.5056530282899283,0.516797673845131,0.01479891944844134,-0.12309377604277394,1,0.054081695584244735,1.9849661151889881,0.05038542939121762
ENSG00000130764,LRRC47,0.07559858706147397,-0.9563144372994934,0.002260075835740622,0.17230170500685277,1.2686739439132229,0.00004345401497383363,0,-4.054231772523661,0.00858732704728532
ENSG00000272153,AL365330.1,0.00033749369223872307,-0.412543623898447,1,0,0.7249031305121765,1,0,3.545681069663467,1
ENSG00000116198,CEP104,0.05906139614177654,-0.6945789916622966,0.055735555318011935,0.10993483018842139,0.9634152172119008,0.005692045718365517,0.012018154574276609,-1.9986394465603432,0.16206367209872286
ENSG00000169598,DFFB,0.023962052148949337,0.8504907819353473,0.16923342786181306,0.01479891944844134,-0.5381312753216179,0.5170328403595026,0,-1.8805836850386308,0.37826396165366993
ENSG00000198912,C1orf174,0.10597301936295904,-0.25288695790996174,0.5490820283589682,0.1448179974597474,0.5205446320059899,0.16714762066235642,0.018027231861414913,-2.2744978927517208,0.0783206858347892
ENSG00000236423,LINC01134,0.00033749369223872307,-1.412543623898447,0.695329551208836,0.0010570656748886671,1.7249031305121765,0.6520138989567298,0,2.960718568942311,1
ENSG00000196581,AJAP1,0.0010124810767161692,0.587456376101553,0.790604453640279,0,-0.2750968694878235,1,0,2.545681069663467,1
ENSG00000287586,Z98886.1,0.0010124810767161692,-0.412543623898447,1,0.0010570656748886671,0.7249031305121765,1,0,2.2237529747761053,1
ENSG00000236948,AL365255.1,0.0013499747689548923,0.9093844709889147,0.7917208153972612,0,-0.5970249643751853,0.8339754137893525,0,2.2237529747761053,1
ENSG00000131697,NPHP4,0.004724911691342123,-1.5056530282899283,0.03274339727749012,0.01585598512333001,1.8180125349036578,0.011110691186022521,0,-0.3612095259450516,1
ENSG00000069424,KCNAB2,0.21194603872591808,-1.0727294585814435,0.00007503494011815304,0.5190192463703356,1.3590786057120088,0.0000006094588670389192,0.030045386435691518,-2.998639446560343,0.01206165223609968
ENSG00000116254,CHD5,0.0006749873844774461,0.17241887682270907,1,0,0.1399406297910204,1,0,2.960718568942311,1
ENSG00000116251,RPL22,11.53924683133418,0.9243137156414147,0.0017611387383251803,7.124622648749617,-0.6188599389366214,0.07094911445899596,0.1622450867527342,-5.967905548613489,0.00000024078882757662346
ENSG00000226944,AL031847.1,0.0006749873844774461,0.17241887682270907,1,0,0.1399406297910204,1,0,2.960718568942311,1
