Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000269968,AC006064.4,0.0009200633921305569,-2.4176106475265122,0.03736611126549487,0.0056215562391094724,2.4176106475265122,0.03736611126549487
ENSG00000010295,IFFO1,0.032815594319323196,-1.4552810654925672,0.00003967351319382409,0.08994489982575156,1.4552810654925672,0.00003967351319382409
ENSG00000245667,AC006064.1,0.0006133755947537046,-0.02529322474775242,1,0,0.02529322474775242,1
ENSG00000111641,NOP2,0.0334289699140769,-0.25516076664634735,0.7369083621309481,0.039350893673766305,0.25516076664634735,0.7369083621309481
ENSG00000111642,CHD4,0.37630592738139773,-0.8618884760511668,0.0028799596327242715,0.6839560090916524,0.8618884760511668,0.0028799596327242715
ENSG00000247853,AC006064.2,0.0067471315422907505,0.5913781357007419,0.6402402781700405,0.0037477041594063147,-0.5913781357007419,0.6402402781700405
ENSG00000184574,LPAR5,0.011347448502943535,1.315743693087314,0.33060581466209454,0.0037477041594063147,-1.315743693087314,0.33060581466209454
ENSG00000111644,ACRBP,0.12942225049303166,1.3593706254875721,0.061492242803982154,0.04965708011213367,-1.3593706254875721,0.061492242803982154
ENSG00000111653,ING4,0.10918085586615942,0.2845620378390348,0.6508473265114857,0.08900797378589997,-0.2845620378390348,0.6508473265114857
ENSG00000126746,ZNF384,0.05367036454094915,-0.9321838203562711,0.007888478717333067,0.10212493834382208,0.9321838203562711,0.007888478717333067
ENSG00000139200,PIANP,0.0027601901763916704,1.7116723694184532,0.29514854855653744,0,-1.7116723694184532,0.29514854855653744
ENSG00000111652,COPS7A,0.05121686216193433,-1.7570971137981797,0.000000009004252799480858,0.17333131737254207,1.7570971137981797,0.000000009004252799480858
ENSG00000269892,AC125494.2,0.0018401267842611138,-1.3878633041324608,0.3453707601554278,0.0046846301992578936,1.3878633041324608,0.3453707601554278
ENSG00000089693,MLF2,0.2892065929263717,-0.6876146081751484,0.024889964437031533,0.4656522418062346,0.6876146081751484,0.024889964437031533
ENSG00000159335,PTMS,0.08464583207601123,-0.6360649118185138,0.12261739365360189,0.13116964557922103,0.6360649118185138,0.12261739365360189
ENSG00000089692,LAG3,0.07820538833109733,5.389744274531091,0.000000000000001184496340767731,0.0009369260398515787,-5.389744274531091,0.000000000000001184496340767731
